codigo_plano;ano_plano;modalidade;situacao;beneficiario;cnpj_beneficiario;uf;banco;agencia;conta;dv_agencia;dv_conta;parlamentar;ano_emenda;numero_emenda;codigo_emenda;area_politica;programa_orcamentario;valor_custeio;valor_investimento;natureza_juridica
09032024-072604;2024;Especial;CIENTE;MUNICIPIO DE BURITI DO TOCANTINS;25061722000187;TO;Banco do Brasil;1305;41238;6;4;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;600000.0;Município
09032024-072612;2024;Especial;CIENTE;MURICILÂNDIA;25063876000108;TO;Caixa Econômica Federal;610;6672028;6;0;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032024-072610;2024;Especial;CIENTE;NOVO JARDIM;33265943000103;TO;Banco do Brasil;1307;40386;2;5;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;300000.0;Município
09032024-072609;2024;Especial;CIENTE;MUNICIPIO DE ITAPIRATINS;37425683000139;TO;Caixa Econômica Federal;1116;6672021;9;0;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;500000.0;Município
09032024-072596;2024;Especial;CIENTE;MUNICIPIO DE PIUM;01189497000109;TO;Banco do Brasil;3638;19362;2;3;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;350000.0;Município
09032024-072589;2024;Especial;CIENTE;MUNICIPIO DE ARAGUANA;25063892000109;TO;Banco do Brasil;3773;27848;7;3;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 16-Habitação / 482-Habitação Urbana , 20-Agricultura / 606-Extensão Rural , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;400000.0;Município
09032024-072603;2024;Especial;CIENTE;MUNICIPIO DE PORTO NACIONAL;00299198000156;TO;Caixa Econômica Federal;1829;6672033;5;0;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;6-Segurança Pública / 181-Policiamento , 19-Ciência e Tecnologia / 572-Desenvolvimento Tecnológico e Engenharia;Não informado;0.0;200000.0;Município
09032024-072614;2024;Especial;CIENTE;MUNICIPIO DE NATIVIDADE;01809474000141;TO;Caixa Econômica Federal;1829;6672030;5;6;Vicentinho Júnior;2024;202437750010;202437750010-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 25-Energia / 753-Combustíveis Minerais , 25-Energia / 754-Biocombustíveis;Não informado;0.0;1000000.0;Município
09032024-068495;2024;Especial;CIENTE;MUNICIPIO DE WANDERLANDIA;00001636000158;TO;Banco do Brasil;638;122666;6;5;Filipe Martins;2024;202443750004;202443750004-Filipe Martins;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;2000000.0;Município
09032024-074054;2024;Especial;CIENTE;MUNICIPIO DE FORTALEZA DO TABOCAO;37421112000126;TO;Banco do Brasil;2094;40691;X;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 16-Habitação / 482-Habitação Urbana , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 25-Energia / 752-Energia Elétrica , 26-Transporte / 782-Transporte Rodoviário , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;300000.0;Município
09032024-065257;2024;Especial;CIENTE;MUNICIPIO DE FORTALEZA DO TABOCAO;37421112000126;TO;Banco do Brasil;2094;40694;X;5;Carlos Henrique Gaguim;2024;202430680008;202430680008-Carlos Henrique Gaguim;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária , 25-Energia / 752-Energia Elétrica , 27-Desporto e Lazer / 813-Lazer;Não informado;250000.0;0.0;Município
09032024-074092;2024;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;6672022;0;5;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;20-Agricultura / 606-Extensão Rural;Não informado;0.0;250000.0;Município
09032024-074071;2024;Especial;CIENTE;MUNICIPIO DE SAO SEBASTIAO DO TOCANTINS;00766733000131;TO;Banco do Brasil;1305;41253;6;8;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;6-Segurança Pública / 181-Policiamento , 6-Segurança Pública / 182-Defesa Civil , 6-Segurança Pública / 183-Informação e Inteligência , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária;Não informado;0.0;250000.0;Município
09032024-074080;2024;Especial;CIENTE;MUNICIPIO DE PUGMIL;01615883000107;TO;Banco do Brasil;804;62694;4;5;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;23-Comércio e Serviços / 695-Turismo;Não informado;0.0;250000.0;Município
09032024-074088;2024;Especial;CIENTE;MUNICIPIO DE SANDOLANDIA;37344355000108;TO;Banco do Brasil;1304;195180;8;7;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;20-Agricultura / 606-Extensão Rural;Não informado;0.0;250000.0;Município
09032024-074066;2024;Especial;CIENTE;MUNICIPIO DE MIRACEMA DO TOCANTINS;02070357000171;TO;Caixa Econômica Federal;1737;6672025;0;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 751-Conservação de Energia;Não informado;0.0;1500000.0;Município
09032024-074082;2024;Especial;CIENTE;MUNICIPIO DE MONTE SANTO DO TOCANTINS;01613093000192;TO;Banco do Brasil;804;62731;4;3;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 25-Energia / 753-Combustíveis Minerais , 25-Energia / 754-Biocombustíveis;Não informado;0.0;300000.0;Município
09032024-074084;2024;Especial;CIENTE;MUNICIPIO DE PALMEIRAS DO TOCANTINS;25064056000130;TO;Banco do Brasil;810;49073;9;3;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Município
09032024-074070;2024;Especial;CIENTE;MUNICIPIO DE GOIATINS;01832476000151;TO;Caixa Econômica Federal;610;6672036;6;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Município
09032024-074062;2024;Especial;CIENTE;MUNICIPIO DE COUTO DE MAGALHAES;02133098000180;TO;Banco do Brasil;1306;29162;4;5;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;300000.0;Município
09032024-074079;2024;Especial;CIENTE;MUNICIPIO DE SAMPAIO;25086828000135;TO;Banco do Brasil;3975;32979;6;7;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;500000.0;Município
09032024-074049;2024;Especial;CIENTE;MUNICIPIO DE LAVANDEIRA;01618402000117;TO;Banco do Brasil;3977;15710;2;4;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Município
09032024-074097;2024;Especial;CIENTE;MUNICIPIO DE TOCANTINIA;02070712000102;TO;Banco do Brasil;862;42257;1;6;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;6-Segurança Pública / 181-Policiamento , 6-Segurança Pública / 182-Defesa Civil , 6-Segurança Pública / 183-Informação e Inteligência , 8-Assistência Social / 241-Assistência ao Idoso , 8-Assistência Social / 242-Assistência ao Portador de Deficiência , 8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 10-Saúde / 301-Atenção Básica , 10-Saúde / 302-Assistência Hospitalar e Ambulatorial , 10-Saúde / 303-Suporte Profilático e Terapêutico , 10-Saúde / 304-Vigilância Sanitária , 10-Saúde / 305-Vigilância Epidemiológica , 10-Saúde / 306-Alimentação e Nutrição , 11-Trabalho / 331-Proteção e Benefícios ao Trabalhador , 11-Trabalho / 332-Relações de Trabalho , 11-Trabalho / 333-Empregabilidade , 11-Trabalho / 334-Fomento ao Trabalho , 12-Educação / 361-Ensino Fundamental , 12-Educação / 362-Ensino Médio , 12-Educação / 363-Ensino Profissional , 12-Educação / 364-Ensino Superior , 12-Educação / 365-Educação Infantil , 12-Educação / 366-Educação de Jovens e Adultos , 12-Educação / 367-Educação Especial , 12-Educação / 368-Educação Básica , 13-Cultura / 391-Patrimônio Histórico, Artístico e Arqueológico , 13-Cultura / 392-Difusão Cultural , 14-Direitos da Cidadania / 421-Custódia e Reintegração Social , 14-Direitos da Cidadania / 422-Direitos Individuais, Coletivos e Difusos , 14-Direitos da Cidadania / 423-Assistência aos Povos Indígenas , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 16-Habitação / 481-Habitação Rural , 16-Habitação / 482-Habitação Urbana , 17-Saneamento / 511-Saneamento Básico Rural , 17-Saneamento / 512-Saneamento Básico Urbano , 18-Gestão Ambiental / 541-Preservação e Conservação Ambiental , 18-Gestão Ambiental / 542-Controle Ambiental , 18-Gestão Ambiental / 543-Recuperação de Áreas Degradadas , 18-Gestão Ambiental / 544-Recursos Hídricos , 18-Gestão Ambiental / 545-Meteorologia , 19-Ciência e Tecnologia / 571-Desenvolvimento Científico , 19-Ciência e Tecnologia / 572-Desenvolvimento Tecnológico e Engenharia , 19-Ciência e Tecnologia / 573-Difusão do Conhecimento Científico e Tecnológico , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária , 21-Organização Agrária / 631-Reforma Agrária , 21-Organização Agrária / 632-Colonização , 22-Indústria / 661-Promoção Industrial , 22-Indústria / 662-Produção Industrial , 22-Indústria / 663-Mineração , 22-Indústria / 664-Propriedade Industrial , 22-Indústria / 665-Normalização e Qualidade , 23-Comércio e Serviços / 691-Promoção Comercial , 23-Comércio e Serviços / 692-Comercialização , 23-Comércio e Serviços / 693-Comércio Exterior , 23-Comércio e Serviços / 694-Serviços Financeiros , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 25-Energia / 753-Combustíveis Minerais , 25-Energia / 754-Biocombustíveis , 26-Transporte / 781-Transporte Aéreo , 26-Transporte / 782-Transporte Rodoviário , 26-Transporte / 783-Transporte Ferroviário , 26-Transporte / 784-Transporte Hidroviário , 26-Transporte / 785-Transportes Especiais , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;217420.0;Município
09032024-074085;2024;Especial;CIENTE;MUNICIPIO DE RIACHINHO;25063926000157;TO;Banco do Brasil;3973;23196;X;7;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos;Não informado;0.0;750000.0;Município
09032024-074091;2024;Especial;CIENTE;MUNICIPIO DE BOM JESUS DO TOCANTINS;37420775000126;TO;Banco do Brasil;1595;35605;4;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Município
09032024-074094;2024;Especial;CIENTE;MUNICIPIO DE ARAGUATINS;01237403000111;TO;Banco do Brasil;1305;41243;6;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;100000.0;Município
09032024-074099;2024;Especial;CIENTE;MUNICIPIO DE NOVA OLINDA;00001602000163;TO;Banco do Brasil;1959;8876;3;5;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;200000.0;Município
09032024-074064;2024;Especial;CIENTE;MUNICIPIO DE ITAPORA DO TOCANTINS;02739753000149;TO;Caixa Econômica Federal;4481;6672024;4;9;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;12-Educação / 361-Ensino Fundamental , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos;Não informado;0.0;200000.0;Não encontrado
09032024-074051;2024;Especial;CIENTE;MUNICIPIO DE TUPIRAMA;01613619000134;TO;Banco do Brasil;1595;35611;4;5;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 752-Energia Elétrica;Não informado;0.0;250000.0;Município
09032024-074053;2024;Especial;CIENTE;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;25064007000106;TO;Banco do Brasil;8321;4581;6;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 752-Energia Elétrica;Não informado;0.0;2000000.0;Município
09032024-074052;2024;Especial;CIENTE;MUNICIPIO DE MAURILANDIA DO TOCANTINS;25064015000144;TO;Banco do Brasil;810;49092;9;X;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;600000.0;Município
09032024-074098;2024;Especial;CIENTE;MUNICIPIO DE PRESIDENTE KENNEDY;01785492000130;TO;Banco do Brasil;2094;40689;X;9;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Município
09032024-074074;2024;Especial;CIENTE;MUNICIPIO DE RIO SONO;00000729000168;TO;Banco do Brasil;862;42263;1;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;13-Cultura / 392-Difusão Cultural , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 23-Comércio e Serviços / 695-Turismo;Não informado;0.0;250000.0;Município
09032024-074069;2024;Especial;CIENTE;MUNICIPIO DE PARAISO DO TOCANTINS;00299180000154;TO;Banco do Brasil;804;62661;4;9;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;800000.0;Município
09032024-074076;2024;Especial;CIENTE;MUNICIPIO DE AUGUSTINOPOLIS;00237206000130;TO;Banco do Brasil;3975;32977;6;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;1500000.0;Município
09032024-074096;2024;Especial;CIENTE;MUNICIPIO DE PORTO NACIONAL;00299198000156;TO;Caixa Econômica Federal;1829;6672029;5;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 752-Energia Elétrica;Não informado;0.0;2000000.0;Município
09032024-074055;2024;Especial;CIENTE;MUNICIPIO DE JUARINA;37426509000100;TO;Caixa Econômica Federal;1116;6672025;9;3;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;12-Educação / 361-Ensino Fundamental;Não informado;0.0;250000.0;Município
09032024-074083;2024;Especial;CIENTE;MUNICIPIO DE ANGICO;25064098000171;TO;Banco do Brasil;3973;23201;X;7;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;1000000.0;Município
09032024-074058;2024;Especial;CIENTE;MUNICIPIO DE TUPIRATINS;37420692000137;TO;Caixa Econômica Federal;1116;6672022;9;9;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;12-Educação / 361-Ensino Fundamental;Não informado;0.0;200000.0;Município
09032024-074048;2024;Especial;CIENTE;MUNICIPIO DE AGUIARNOPOLIS;01634074000142;TO;Banco do Brasil;810;49087;9;3;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;500000.0;Município
09032024-074075;2024;Especial;CIENTE;MUNICIPIO DE FATIMA;00114801000188;TO;Banco do Brasil;804;62672;4;4;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;8-Assistência Social / 244-Assistência Comunitária , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 16-Habitação / 481-Habitação Rural , 16-Habitação / 482-Habitação Urbana , 20-Agricultura / 605-Abastecimento , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 752-Energia Elétrica , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;250000.0;Não encontrado
09032024-074068;2024;Especial;CIENTE;MUNICIPIO DE NOVO ACORDO;01067933000169;TO;Caixa Econômica Federal;3939;6672012;0;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 23-Comércio e Serviços / 695-Turismo;Não informado;0.0;250000.0;Município
09032024-074060;2024;Especial;CIENTE;MUNICIPIO DE AXIXA DO TOCANTINS;00766725000195;TO;Caixa Econômica Federal;4381;6672009;8;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;6-Segurança Pública / 181-Policiamento , 6-Segurança Pública / 182-Defesa Civil , 6-Segurança Pública / 183-Informação e Inteligência , 8-Assistência Social / 241-Assistência ao Idoso , 8-Assistência Social / 242-Assistência ao Portador de Deficiência , 8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 10-Saúde / 301-Atenção Básica , 10-Saúde / 302-Assistência Hospitalar e Ambulatorial , 10-Saúde / 303-Suporte Profilático e Terapêutico , 10-Saúde / 304-Vigilância Sanitária , 10-Saúde / 305-Vigilância Epidemiológica , 10-Saúde / 306-Alimentação e Nutrição , 11-Trabalho / 331-Proteção e Benefícios ao Trabalhador , 11-Trabalho / 332-Relações de Trabalho , 11-Trabalho / 333-Empregabilidade , 11-Trabalho / 334-Fomento ao Trabalho , 12-Educação / 361-Ensino Fundamental , 12-Educação / 362-Ensino Médio , 12-Educação / 363-Ensino Profissional , 12-Educação / 364-Ensino Superior , 12-Educação / 365-Educação Infantil , 12-Educação / 366-Educação de Jovens e Adultos , 12-Educação / 367-Educação Especial , 12-Educação / 368-Educação Básica , 13-Cultura / 391-Patrimônio Histórico, Artístico e Arqueológico , 13-Cultura / 392-Difusão Cultural , 14-Direitos da Cidadania / 421-Custódia e Reintegração Social , 14-Direitos da Cidadania / 422-Direitos Individuais, Coletivos e Difusos , 14-Direitos da Cidadania / 423-Assistência aos Povos Indígenas , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 16-Habitação / 481-Habitação Rural , 16-Habitação / 482-Habitação Urbana , 17-Saneamento / 511-Saneamento Básico Rural , 17-Saneamento / 512-Saneamento Básico Urbano , 18-Gestão Ambiental / 541-Preservação e Conservação Ambiental , 18-Gestão Ambiental / 542-Controle Ambiental , 18-Gestão Ambiental / 543-Recuperação de Áreas Degradadas , 18-Gestão Ambiental / 544-Recursos Hídricos , 18-Gestão Ambiental / 545-Meteorologia , 19-Ciência e Tecnologia / 571-Desenvolvimento Científico , 19-Ciência e Tecnologia / 572-Desenvolvimento Tecnológico e Engenharia , 19-Ciência e Tecnologia / 573-Difusão do Conhecimento Científico e Tecnológico , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 607-Irrigação , 20-Agricultura / 608-Promoção da Produção Agropecuária , 20-Agricultura / 609-Defesa Agropecuária , 21-Organização Agrária / 631-Reforma Agrária , 21-Organização Agrária / 632-Colonização , 22-Indústria / 661-Promoção Industrial , 22-Indústria / 662-Produção Industrial , 22-Indústria / 663-Mineração , 22-Indústria / 664-Propriedade Industrial , 22-Indústria / 665-Normalização e Qualidade , 23-Comércio e Serviços / 691-Promoção Comercial , 23-Comércio e Serviços / 692-Comercialização , 23-Comércio e Serviços / 693-Comércio Exterior , 23-Comércio e Serviços / 694-Serviços Financeiros , 23-Comércio e Serviços / 695-Turismo , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica , 25-Energia / 753-Combustíveis Minerais , 25-Energia / 754-Biocombustíveis , 26-Transporte / 781-Transporte Aéreo , 26-Transporte / 782-Transporte Rodoviário , 26-Transporte / 783-Transporte Ferroviário , 26-Transporte / 784-Transporte Hidroviário , 26-Transporte / 785-Transportes Especiais , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;250000.0;Município
09032024-074078;2024;Especial;CIENTE;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;24851461000136;TO;Banco do Brasil;3812;17391;1;6;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Município
09032024-074086;2024;Especial;CIENTE;MUNICIPIO DE SANTA FE DO ARAGUAIA;25063918000100;TO;Banco do Brasil;4791;10644;0;5;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Não encontrado
09032024-074090;2024;Especial;CIENTE;MUNICIPIO DE BRASILANDIA DO TOCANTINS;37420718000147;TO;Banco do Brasil;911;45865;3;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 608-Promoção da Produção Agropecuária , 22-Indústria / 661-Promoção Industrial;Não informado;0.0;200000.0;Município
09032024-074112;2024;Especial;CIENTE;MUNICIPIO DE BERNARDO SAYAO;25086596000115;TO;Banco do Brasil;911;45867;3;8;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Município
09032024-074116;2024;Especial;CIENTE;MUNICIPIO DE ITAPIRATINS;37425683000139;TO;Caixa Econômica Federal;1116;6672020;9;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;250000.0;Município
09032024-074110;2024;Especial;CIENTE;MUNICIPIO DE TALISMA;01612820000105;TO;Banco do Brasil;1303;26698;X;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;500000.0;Município
09032024-074109;2024;Especial;CIENTE;MUNICIPIO DE BARRA DO OURO;01612818000128;TO;Banco do Brasil;638;122670;6;3;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;200000.0;Não encontrado
09032024-074102;2024;Especial;CIENTE;MUNICIPIO DE PEQUIZEIRO;25086604000123;TO;Banco do Brasil;1306;29133;4;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;10-Saúde / 301-Atenção Básica;Não informado;0.0;250000.0;Município
09032024-074101;2024;Especial;CIENTE;MUNICIPIO DE NOVO ALEGRE;33266248000158;TO;Banco do Brasil;3977;15709;2;0;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;250000.0;Município
09032024-074107;2024;Especial;CIENTE;MUNICIPIO DE SITIO NOVO DO TOCANTINS;00766717000149;TO;Banco do Brasil;8321;4585;6;3;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;2000000.0;Município
09032024-074105;2024;Especial;CIENTE;MUNICIPIO DE SANTA TEREZA DO TOCANTINS;25086844000128;TO;Caixa Econômica Federal;3939;6672015;0;6;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Não encontrado
